Event Name,Event Date,Result,Fighter1,Fighter2,Weight Class,Method,Round,KD_1,KD_2,TD_1,TD_2,Sub_1,Sub_2,Strikes_1,Strikes_2,Minutes,Seconds,total_time_seconds,Fighter,Total_Submissions
UFC 284: Makhachev vs. Volkanovski,2023-02-11,Modestas Bukauskas,Modestas Bukauskas,Tyson Pedro,Light Heavyweight,U-DEC,3,0,0,0,2,0,0,44,45,5,0,900,Modestas Bukauskas / Tyson Pedro,0
UFC 284: Makhachev vs. Volkanovski,2023-02-11,Josh Culibao,Josh Culibao,Melsik Baghdasaryan,Featherweight,SUB-Rear-Naked-Choke,2,0,0,0,0,1,0,16,26,2,2,244,Josh Culibao / Melsik Baghdasaryan,1
UFC 284: Makhachev vs. Volkanovski,2023-02-11,Kleydson Rodrigues,Kleydson Rodrigues,Shannon Ross,Flyweight,KO/TKO-Punches,1,1,0,0,0,0,0,14,1,0,59,59,Kleydson Rodrigues / Shannon Ross,0
UFC 284: Makhachev vs. Volkanovski,2023-02-11,Jamie Mullarkey,Jamie Mullarkey,Francisco Prado,Lightweight,U-DEC,3,0,0,3,0,0,1,59,28,5,0,900,Jamie Mullarkey / Francisco Prado,1
UFC 284: Makhachev vs. Volkanovski,2023-02-11,Jack Jenkins,Jack Jenkins,Don Shainis,Featherweight,U-DEC,3,0,0,4,1,0,2,82,50,5,0,900,Jack Jenkins / Don Shainis,2
UFC 284: Makhachev vs. Volkanovski,2023-02-11,Loma Lookboonmee,Loma Lookboonmee,Elise Reed,Women's Strawweight,SUB-Rear-Naked-Choke,2,0,0,2,0,1,0,17,17,0,44,88,Loma Lookboonmee / Elise Reed,1
UFC 284: Makhachev vs. Volkanovski,2023-02-11,Blake Bilder,Blake Bilder,Shane Young,Featherweight,U-DEC,3,0,0,1,0,0,0,111,80,5,0,900,Blake Bilder / Shane Young,0
UFC 284: Makhachev vs. Volkanovski,2023-02-11,Elves Brener,Elves Brener,Zubaira Tukhugov,Lightweight,S-DEC,3,0,0,0,0,0,0,69,70,5,0,900,Elves Brener / Zubaira Tukhugov,0
UFC Fight Night: Lewis vs. Spivac,2023-02-04,Serghei Spivac,Serghei Spivac,Derrick Lewis,Heavyweight,SUB-Arm-Triangle,1,0,0,6,0,1,0,12,0,3,5,185,Serghei Spivac / Derrick Lewis,1
UFC Fight Night: Lewis vs. Spivac,2023-02-04,Devin Clark,Devin Clark,Da Woon Jung,Light Heavyweight,U-DEC,3,0,0,3,1,0,0,39,18,5,0,900,Devin Clark / Da Woon Jung,0
UFC Fight Night: Lewis vs. Spivac,2023-02-04,Marcin Tybura,Marcin Tybura,Blagoy Ivanov,Heavyweight,U-DEC,3,0,0,1,0,0,0,40,34,5,0,900,Marcin Tybura / Blagoy Ivanov,0
UFC Fight Night: Lewis vs. Spivac,2023-02-04,Draw,Dooho Choi,Kyle Nelson,Featherweight,M-DEC,3,0,0,0,5,0,0,50,20,5,0,900,Dooho Choi / Kyle Nelson,0
UFC Fight Night: Lewis vs. Spivac,2023-02-04,Adam Fugitt,Adam Fugitt,Yusaku Kinoshita,Welterweight,KO/TKO-Elbows,1,0,0,4,0,0,0,21,10,4,36,276,Adam Fugitt / Yusaku Kinoshita,0
UFC Fight Night: Lewis vs. Spivac,2023-02-04,Anshul Jubli,Anshul Jubli,Jeka Saragih,Lightweight,KO/TKO-Elbows,2,0,0,2,0,1,0,38,14,3,44,448,Anshul Jubli / Jeka Saragih,1
UFC Fight Night: Lewis vs. Spivac,2023-02-04,JeongYeong Lee,JeongYeong Lee,Yi Zha,Featherweight,S-DEC,3,0,0,0,5,0,0,25,24,5,0,900,JeongYeong Lee / Yi Zha,0
UFC Fight Night: Lewis vs. Spivac,2023-02-04,Rinya Nakamura,Rinya Nakamura,Toshiomi Kazama,Bantamweight,KO/TKO-Punch,1,2,0,0,0,0,0,11,4,0,33,33,Rinya Nakamura / Toshiomi Kazama,0
UFC Fight Night: Lewis vs. Spivac,2023-02-04,HyunSung Park,HyunSung Park,SeungGuk Choi,Flyweight,SUB-Rear-Naked-Choke,3,0,1,1,0,3,0,38,20,3,11,573,HyunSung Park / SeungGuk Choi,3
UFC Fight Night: Lewis vs. Spivac,2023-02-04,JunYong Park,JunYong Park,Denis Tiuliulin,Middleweight,SUB-Rear-Naked-Choke,1,0,0,1,0,1,0,25,8,4,5,245,JunYong Park / Denis Tiuliulin,1
UFC Fight Night: Lewis vs. Spivac,2023-02-04,Tatsuro Taira,Tatsuro Taira,Jesus Aguilar,Flyweight,SUB-Triangle-Armbar,1,0,0,1,0,2,1,1,2,4,20,260,Tatsuro Taira / Jesus Aguilar,3
UFC 283: Teixeira vs. Hill,2023-01-21,Jamahal Hill,Jamahal Hill,Glover Teixeira,Light Heavyweight,U-DEC,5,0,0,0,2,0,0,232,75,5,0,1500,Jamahal Hill / Glover Teixeira,0
UFC 283: Teixeira vs. Hill,2023-01-21,Brandon Moreno,Brandon Moreno,Deiveson Figueiredo,Flyweight,KO/TKO,3,0,0,3,1,0,2,48,19,5,0,900,Brandon Moreno / Deiveson Figueiredo,2
UFC 283: Teixeira vs. Hill,2023-01-21,Gilbert Burns,Gilbert Burns,Neil Magny,Welterweight,SUB-Arm-Triangle,1,0,0,1,0,1,0,5,4,4,15,255,Gilbert Burns / Neil Magny,1
UFC 283: Teixeira vs. Hill,2023-01-21,Jessica Andrade,Jessica Andrade,Lauren Murphy,Women's Flyweight,U-DEC,3,0,0,1,0,0,0,231,100,5,0,900,Jessica Andrade / Lauren Murphy,0
UFC 283: Teixeira vs. Hill,2023-01-21,Johnny Walker,Johnny Walker,Paul Craig,Light Heavyweight,KO/TKO-Punches,1,1,0,0,0,0,0,16,3,2,16,136,Johnny Walker / Paul Craig,0
UFC 283: Teixeira vs. Hill,2023-01-21,Ihor Potieria,Ihor Potieria,Mauricio Rua,Light Heavyweight,KO/TKO-Punches,1,1,0,0,0,0,0,21,17,4,5,245,Ihor Potieria / Mauricio Rua,0
UFC 283: Teixeira vs. Hill,2023-01-21,Brunno Ferreira,Brunno Ferreira,Gregory Rodrigues,Middleweight,KO/TKO-Punch,1,1,0,0,0,0,0,22,21,4,13,253,Brunno Ferreira / Gregory Rodrigues,0
UFC 283: Teixeira vs. Hill,2023-01-21,Thiago Moises,Thiago Moises,Melquizael Costa,Lightweight,SUB-Rear-Naked-Choke,2,0,0,4,0,1,0,22,23,4,5,490,Thiago Moises / Melquizael Costa,1
UFC 283: Teixeira vs. Hill,2023-01-21,Gabriel Bonfim,Gabriel Bonfim,Mounir Lazzez,Welterweight,SUB-Guillotine-Choke,1,0,0,0,0,1,0,9,9,0,49,49,Gabriel Bonfim / Mounir Lazzez,1
UFC 283: Teixeira vs. Hill,2023-01-21,Jailton Almeida,Jailton Almeida,Shamil Abdurakhimov,Heavyweight,KO/TKO-Punches,2,0,0,3,0,0,0,45,1,2,56,352,Jailton Almeida / Shamil Abdurakhimov,0
UFC 283: Teixeira vs. Hill,2023-01-21,Cody Stamann,Cody Stamann,Luan Lacerda,Bantamweight,U-DEC,3,0,0,0,1,0,0,103,80,5,0,900,Cody Stamann / Luan Lacerda,0
UFC 283: Teixeira vs. Hill,2023-01-21,Ismael Bonfim,Ismael Bonfim,Terrance McKinney,Lightweight,KO/TKO-Flying-Knee,2,1,0,1,0,0,0,34,14,2,17,274,Ismael Bonfim / Terrance McKinney,0
UFC 283: Teixeira vs. Hill,2023-01-21,Nicolas Dalby,Nicolas Dalby,Warlley Alves,Welterweight,S-DEC,3,0,0,0,1,0,0,119,66,5,0,900,Nicolas Dalby / Warlley Alves,0
UFC 283: Teixeira vs. Hill,2023-01-21,Josiane Nunes,Josiane Nunes,Zarah Fairn,Women's Featherweight,U-DEC,3,0,0,0,0,0,0,102,117,5,0,900,Josiane Nunes / Zarah Fairn,0
UFC 283: Teixeira vs. Hill,2023-01-21,Daniel Marcos,Daniel Marcos,Saimon Oliveira,Bantamweight,KO/TKO-Knees,2,1,0,0,0,0,0,53,23,2,18,276,Daniel Marcos / Saimon Oliveira,0
UFC Fight Night: Strickland vs. Imavov,2023-01-14,Sean Strickland,Sean Strickland,Nassourdine Imavov,Light Heavyweight,U-DEC,5,0,0,1,0,0,0,182,123,5,0,1500,Sean Strickland / Nassourdine Imavov,0
UFC Fight Night: Strickland vs. Imavov,2023-01-14,Dan Ige,Dan Ige,Damon Jackson,Featherweight,KO/TKO-Punch,2,1,0,1,0,0,0,34,36,4,13,506,Dan Ige / Damon Jackson,0
UFC Fight Night: Strickland vs. Imavov,2023-01-14,Roman Kopylov,Roman Kopylov,Punahele Soriano,Middleweight,KO/TKO-Kick,2,0,0,1,0,0,0,82,39,3,19,398,Roman Kopylov / Punahele Soriano,0
UFC Fight Night: Strickland vs. Imavov,2023-01-14,Raquel Pennington,Raquel Pennington,Ketlen Vieira,Women's Bantamweight,S-DEC,3,0,0,0,0,0,0,81,64,5,0,900,Raquel Pennington / Ketlen Vieira,0
UFC Fight Night: Strickland vs. Imavov,2023-01-14,Umar Nurmagomedov,Umar Nurmagomedov,Raoni Barcelos,Bantamweight,KO/TKO-Punch,1,1,0,0,0,0,0,36,13,4,40,280,Umar Nurmagomedov / Raoni Barcelos,0
UFC Fight Night: Strickland vs. Imavov,2023-01-14,Javid Basharat,Javid Basharat,Mateus Mendonca,Bantamweight,U-DEC,3,0,0,3,2,0,0,95,29,5,0,900,Javid Basharat / Mateus Mendonca,0
UFC Fight Night: Strickland vs. Imavov,2023-01-14,Abdul Razak Alhassan,Abdul Razak Alhassan,Claudio Ribeiro,Middleweight,KO/TKO-Punches,2,1,0,0,0,0,0,17,19,0,28,56,Abdul Razak Alhassan / Claudio Ribeiro,0
UFC Fight Night: Strickland vs. Imavov,2023-01-14,Mateusz Rebecki,Mateusz Rebecki,Nick Fiore,Lightweight,U-DEC,3,0,0,3,1,0,0,89,34,5,0,900,Mateusz Rebecki / Nick Fiore,0
UFC Fight Night: Strickland vs. Imavov,2023-01-14,Allan Nascimento,Allan Nascimento,Carlos Hernandez,Flyweight,SUB-Rear-Naked-Choke,1,0,0,2,0,1,0,6,3,3,16,196,Allan Nascimento / Carlos Hernandez,1
UFC Fight Night: Strickland vs. Imavov,2023-01-14,Dan Argueta,Dan Argueta,Nick Aguirre,Featherweight,U-DEC,3,0,0,4,0,2,1,47,14,5,0,900,Dan Argueta / Nick Aguirre,3
UFC Fight Night: Strickland vs. Imavov,2023-01-14,Charles Johnson,Charles Johnson,Jimmy Flick,Flyweight,KO/TKO-Punches,1,0,0,0,1,0,0,34,7,4,33,273,Charles Johnson / Jimmy Flick,0
UFC Fight Night: Cannonier vs. Strickland,2022-12-17,Jared Cannonier,Jared Cannonier,Sean Strickland,Middleweight,S-DEC,5,0,0,0,1,0,0,141,152,5,0,1500,Jared Cannonier / Sean Strickland,0
UFC Fight Night: Cannonier vs. Strickland,2022-12-17,Arman Tsarukyan,Arman Tsarukyan,Damir Ismagulov,Lightweight,U-DEC,3,0,0,7,0,0,0,34,36,5,0,900,Arman Tsarukyan / Damir Ismagulov,0
UFC Fight Night: Cannonier vs. Strickland,2022-12-17,Amir Albazi,Amir Albazi,Alessandro Costa,Flyweight,KO/TKO-Punch,3,2,0,1,0,0,0,37,17,2,13,399,Amir Albazi / Alessandro Costa,0
UFC Fight Night: Cannonier vs. Strickland,2022-12-17,Alex Caceres,Alex Caceres,Julian Erosa,Featherweight,KO/TKO-Kick,1,1,0,0,0,0,0,16,10,3,4,184,Alex Caceres / Julian Erosa,0
UFC Fight Night: Cannonier vs. Strickland,2022-12-17,Drew Dober,Drew Dober,Bobby Green,Lightweight,KO/TKO-Punch,2,1,0,0,0,0,0,34,73,2,45,330,Drew Dober / Bobby Green,0
UFC Fight Night: Cannonier vs. Strickland,2022-12-17,Michal Oleksiejczuk,Michal Oleksiejczuk,Cody Brundage,Middleweight,KO/TKO-Punch,1,0,0,0,3,0,0,15,0,3,16,196,Michal Oleksiejczuk / Cody Brundage,0
UFC Fight Night: Cannonier vs. Strickland,2022-12-17,Cory McKenna,Cory McKenna,Cheyanne Vlismas,Women's Strawweight,U-DEC,3,0,0,2,0,0,1,22,33,5,0,900,Cory McKenna / Cheyanne Vlismas,1
UFC Fight Night: Cannonier vs. Strickland,2022-12-17,Matthew Semelsberger,Matthew Semelsberger,Jake Matthews,Welterweight,U-DEC,3,3,0,3,1,0,1,45,32,5,0,900,Matthew Semelsberger / Jake Matthews,1
UFC Fight Night: Cannonier vs. Strickland,2022-12-17,Said Nurmagomedov,Said Nurmagomedov,Saidyokub Kakhramonov,Bantamweight,SUB-Guillotine-Choke,2,0,0,0,5,3,1,7,11,3,50,460,Said Nurmagomedov / Saidyokub Kakhramonov,4
UFC Fight Night: Cannonier vs. Strickland,2022-12-17,Rafa Garcia,Rafa Garcia,Maheshate,Lightweight,U-DEC,3,0,0,6,0,0,0,49,25,5,0,900,Rafa Garcia / Maheshate,0
UFC Fight Night: Cannonier vs. Strickland,2022-12-17,Rinat Fakhretdinov,Rinat Fakhretdinov,Bryan Battle,Welterweight,U-DEC,3,1,0,7,0,0,0,43,3,5,0,900,Rinat Fakhretdinov / Bryan Battle,0
UFC Fight Night: Cannonier vs. Strickland,2022-12-17,Manel Kape,Manel Kape,David Dvorak,Flyweight,U-DEC,3,1,0,0,2,2,0,58,33,5,0,900,Manel Kape / David Dvorak,2
UFC Fight Night: Cannonier vs. Strickland,2022-12-17,Sergey Morozov,Sergey Morozov,Journey Newson,Bantamweight,U-DEC,3,0,0,6,0,0,0,30,26,5,0,900,Sergey Morozov / Journey Newson,0
UFC 282: Blachowicz vs. Ankalaev,2022-12-10,Draw,Jan Blachowicz,Magomed Ankalaev,Light Heavyweight,S-DEC,5,0,0,0,2,0,0,55,78,5,0,1500,Jan Blachowicz / Magomed Ankalaev,0
UFC 282: Blachowicz vs. Ankalaev,2022-12-10,Paddy Pimblett,Paddy Pimblett,Jared Gordon,Lightweight,U-DEC,3,0,0,0,3,0,0,63,60,5,0,900,Paddy Pimblett / Jared Gordon,0
UFC 282: Blachowicz vs. Ankalaev,2022-12-10,Santiago Ponzinibbio,Santiago Ponzinibbio,Alex Morono,Catch Weight,KO/TKO-Punches,3,1,1,0,0,0,0,66,38,2,29,447,Santiago Ponzinibbio / Alex Morono,0
UFC 282: Blachowicz vs. Ankalaev,2022-12-10,Dricus Du Plessis,Dricus Du Plessis,Darren Till,Middleweight,SUB-Neck-Crank,3,0,0,6,1,3,0,86,35,2,43,489,Dricus Du Plessis / Darren Till,3
UFC 282: Blachowicz vs. Ankalaev,2022-12-10,Ilia Topuria,Ilia Topuria,Bryce Mitchell,Featherweight,SUB-Arm-Triangle,2,1,0,0,1,1,0,40,36,3,10,380,Ilia Topuria / Bryce Mitchell,1
UFC 282: Blachowicz vs. Ankalaev,2022-12-10,Raul Rosas Jr.,Raul Rosas Jr.,Jay Perrin,Bantamweight,SUB-Neck-Crank,1,0,0,2,0,2,0,3,4,2,44,164,Raul Rosas Jr. / Jay Perrin,2
UFC 282: Blachowicz vs. Ankalaev,2022-12-10,Jairzinho Rozenstruik,Jairzinho Rozenstruik,Chris Daukaus,Heavyweight,KO/TKO-Punch,1,1,0,0,0,0,0,12,1,0,23,23,Jairzinho Rozenstruik / Chris Daukaus,0
UFC 282: Blachowicz vs. Ankalaev,2022-12-10,Edmen Shahbazyan,Edmen Shahbazyan,Dalcha Lungiambula,Middleweight,KO/TKO-Punches,2,0,0,0,0,0,0,54,23,4,41,562,Edmen Shahbazyan / Dalcha Lungiambula,0
UFC 282: Blachowicz vs. Ankalaev,2022-12-10,Chris Curtis,Chris Curtis,Joaquin Buckley,Middleweight,KO/TKO-Punch,2,1,0,0,0,0,0,36,50,2,49,338,Chris Curtis / Joaquin Buckley,0
UFC 282: Blachowicz vs. Ankalaev,2022-12-10,Billy Quarantillo,Billy Quarantillo,Alexander Hernandez,Featherweight,KO/TKO-Punches,2,0,0,2,2,0,1,87,48,4,30,540,Billy Quarantillo / Alexander Hernandez,1
UFC 282: Blachowicz vs. Ankalaev,2022-12-10,TJ Brown,TJ Brown,Erik Silva,Featherweight,SUB-Arm-Triangle,3,0,0,2,3,1,0,24,21,3,41,663,TJ Brown / Erik Silva,1
UFC 282: Blachowicz vs. Ankalaev,2022-12-10,Cameron Saaiman,Cameron Saaiman,Steven Koslow,Bantamweight,KO/TKO-Punches,3,0,0,0,5,0,1,53,11,4,13,759,Cameron Saaiman / Steven Koslow,1
UFC Fight Night: Thompson vs. Holland,2022-12-03,Stephen Thompson,Stephen Thompson,Kevin Holland,Welterweight,KO/TKO,4,0,0,0,2,0,0,163,119,5,0,1200,Stephen Thompson / Kevin Holland,0
UFC Fight Night: Thompson vs. Holland,2022-12-03,Rafael Dos Anjos,Rafael Dos Anjos,Bryan Barberena,Welterweight,SUB-Rear-Naked-Choke,2,0,0,4,0,2,0,20,14,3,20,400,Rafael Dos Anjos / Bryan Barberena,2
UFC Fight Night: Thompson vs. Holland,2022-12-03,Matheus Nicolau,Matheus Nicolau,Matt Schnell,Flyweight,KO/TKO-Punch,2,2,0,1,0,0,0,32,20,1,44,208,Matheus Nicolau / Matt Schnell,0
UFC Fight Night: Thompson vs. Holland,2022-12-03,Sergei Pavlovich,Sergei Pavlovich,Tai Tuivasa,Heavyweight,KO/TKO-Punches,1,2,0,0,0,0,0,23,2,0,54,54,Sergei Pavlovich / Tai Tuivasa,0
UFC Fight Night: Thompson vs. Holland,2022-12-03,Roman Dolidze,Roman Dolidze,Jack Hermansson,Middleweight,KO/TKO-Punches,2,0,0,0,2,3,0,25,47,4,6,492,Roman Dolidze / Jack Hermansson,3
UFC Fight Night: Thompson vs. Holland,2022-12-03,Eryk Anders,Eryk Anders,Kyle Daukaus,Middleweight,KO/TKO-Punches,2,1,0,1,0,0,0,49,37,2,45,330,Eryk Anders / Kyle Daukaus,0
UFC Fight Night: Thompson vs. Holland,2022-12-03,Phil Rowe,Phil Rowe,Niko Price,Welterweight,KO/TKO-Punches,3,0,0,1,0,2,0,63,110,3,26,618,Phil Rowe / Niko Price,2
UFC Fight Night: Thompson vs. Holland,2022-12-03,Angela Hill,Angela Hill,Emily Ducote,Women's Strawweight,U-DEC,3,0,0,0,0,0,0,182,71,5,0,900,Angela Hill / Emily Ducote,0
UFC Fight Night: Thompson vs. Holland,2022-12-03,Clay Guida,Clay Guida,Scott Holtzman,Lightweight,S-DEC,3,0,0,4,0,0,0,66,65,5,0,900,Clay Guida / Scott Holtzman,0
UFC Fight Night: Thompson vs. Holland,2022-12-03,Michael Johnson,Michael Johnson,Marc Diakiese,Lightweight,U-DEC,3,0,0,0,0,0,0,83,55,5,0,900,Michael Johnson / Marc Diakiese,0
UFC Fight Night: Thompson vs. Holland,2022-12-03,Jonathan Pearce,Jonathan Pearce,Darren Elkins,Featherweight,U-DEC,3,0,0,2,2,0,0,110,57,5,0,900,Jonathan Pearce / Darren Elkins,0
UFC Fight Night: Thompson vs. Holland,2022-12-03,Natan Levy,Natan Levy,Genaro Valdez,Lightweight,U-DEC,3,0,0,6,0,0,0,67,49,5,0,900,Natan Levy / Genaro Valdez,0
UFC Fight Night: Thompson vs. Holland,2022-12-03,Francis Marshall,Francis Marshall,Marcelo Rojo,Featherweight,KO/TKO-Punch,2,1,0,1,0,0,0,23,31,1,14,148,Francis Marshall / Marcelo Rojo,0
UFC Fight Night: Thompson vs. Holland,2022-12-03,Yazmin Jauregui,Yazmin Jauregui,Istela Nunes,Women's Strawweight,KO/TKO-Punches,2,2,1,0,0,0,0,67,36,4,6,492,Yazmin Jauregui / Istela Nunes,0
UFC Fight Night: Nzechukwu vs. Cutelaba,2022-11-19,Kennedy Nzechukwu,Kennedy Nzechukwu,Ion Cutelaba,Light Heavyweight,KO/TKO-Knee,2,1,0,0,2,0,0,24,9,1,2,124,Kennedy Nzechukwu / Ion Cutelaba,0
UFC Fight Night: Nzechukwu vs. Cutelaba,2022-11-19,Waldo Cortes-Acosta,Waldo Cortes-Acosta,Chase Sherman,Heavyweight,U-DEC,3,0,0,0,1,0,0,147,66,5,0,900,Waldo Cortes-Acosta / Chase Sherman,0
UFC Fight Night: Nzechukwu vs. Cutelaba,2022-11-19,Muslim Salikhov,Muslim Salikhov,Andre Fialho,Welterweight,KO/TKO-Kick,3,0,0,1,0,0,0,56,17,1,3,189,Muslim Salikhov / Andre Fialho,0
UFC Fight Night: Nzechukwu vs. Cutelaba,2022-11-19,Jack Della Maddalena,Jack Della Maddalena,Danny Roberts,Welterweight,KO/TKO-Punches,1,2,0,0,0,0,0,33,5,3,24,204,Jack Della Maddalena / Danny Roberts,0
UFC Fight Night: Nzechukwu vs. Cutelaba,2022-11-19,Charles Johnson,Charles Johnson,Zhalgas Zhumagulov,Flyweight,S-DEC,3,0,0,0,1,0,0,115,119,5,0,900,Charles Johnson / Zhalgas Zhumagulov,0
UFC Fight Night: Nzechukwu vs. Cutelaba,2022-11-19,Jennifer Maia,Jennifer Maia,Maryna Moroz,Women's Flyweight,U-DEC,3,0,0,0,0,0,0,109,80,5,0,900,Jennifer Maia / Maryna Moroz,0
UFC Fight Night: Nzechukwu vs. Cutelaba,2022-11-19,Miles Johns,Miles Johns,Vince Morales,Bantamweight,U-DEC,3,0,0,1,0,0,0,38,39,5,0,900,Miles Johns / Vince Morales,0
UFC Fight Night: Nzechukwu vs. Cutelaba,2022-11-19,Ricky Turcios,Ricky Turcios,Kevin Natividad,Bantamweight,S-DEC,3,0,1,2,7,1,0,68,41,5,0,900,Ricky Turcios / Kevin Natividad,1
UFC Fight Night: Nzechukwu vs. Cutelaba,2022-11-19,Vanessa Demopoulos,Vanessa Demopoulos,Maria Oliveira,Women's Strawweight,U-DEC,3,1,0,2,0,0,0,55,83,5,0,900,Vanessa Demopoulos / Maria Oliveira,0
UFC Fight Night: Nzechukwu vs. Cutelaba,2022-11-19,Brady Hiestand,Brady Hiestand,Fernie Garcia,Bantamweight,U-DEC,3,0,0,3,1,1,1,19,21,5,0,900,Brady Hiestand / Fernie Garcia,2
